track_id,track_name,track_artists,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Label
2V65y3PX4DkRhy1djlxd9p,Don't You Worry Child - Radio Edit,"['Swedish House Mafia', 'John Martin']",85,3RKhRsifs4RWrqvWV1YpPY,Don't You Worry Child,2012-09-14,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.612,0.84,11,-3.145,0,0.0509,0.112,0.0,0.116,0.438,129.042,212862,4,0
4J7CKHCF3mdL4diUsmW8lq,Under Control (feat. Hurts),"['Calvin Harris', 'Alesso', 'Hurts']",78,48zisMeiXniWLzOQghbPqS,Motion,2014-10-31,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.544,0.915,8,-3.405,1,0.0841,0.129,0.000914,0.115,0.51,126.094,184280,4,1
2rgtCOVK2tpfao2VjURn84,Lovers on the Sun (feat. Sam Martin),"['David Guetta', 'Sam Martin']",74,4EFljID75pgTjwoqppr8EG,Lovers on the Sun (feat. Sam Martin),2014-06-30,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.645,0.891,6,-2.505,0,0.0387,0.0932,3.88e-06,0.379,0.568,124.915,203520,4,0
6PUIzlqotEmPuBfjbwYWOB,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,"['Lana Del Rey', 'Cedric Gervais']",78,1fXwOvaqIdkhp5F3fiFbCv,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix),2013-02-01,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.572,0.81,1,-5.791,0,0.0558,0.0157,6.53e-06,0.13,0.11,126.052,214912,4,0
4bT2zLVv2T4GiK9q9KtI0v,Stay The Night - Featuring Hayley Williams Of Paramore,"['Zedd', 'Hayley Williams']",66,7iC7iQaeRrG33H6VInfl00,Clarity (Deluxe),2014-01-01,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.596,0.738,8,-3.109,1,0.0411,0.109,0.0,0.0947,0.461,127.961,217347,4,1
125pra63SeWRAMB1XOqb1R,Tsunami (Jump) (feat. Tinie Tempah) - Radio Edit,"['DVBBS', 'Borgeous', 'Tinie Tempah']",27,260t6vduJ7ZREFukPsvVax,Tsunami (Jump) (feat. Tinie Tempah) [Radio Edit],2014-03-07,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.699,0.982,11,-1.115,0,0.142,0.0421,0.000332,0.0854,0.389,127.966,159480,4,0
5L2l7mI8J1USMzhsmdjat9,Red Lights,['Tiësto'],69,4SHlBT6B3kL8bdj6X2xHRp,A Town Called Paradise,2014-06-13,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.654,0.83,10,-4.801,1,0.0366,0.000629,1.13e-06,0.121,0.548,124.989,262200,4,1
0MOiv7WTXCqvm89lVCf9C8,Million Voices - Radio Edit,['Otto Knows'],71,5MWroVrYaSes2sqy4ybjPR,Clubland 100% Euphoric,2016-11-25,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.582,0.894,8,-6.298,1,0.041,0.0022,0.0223,0.0664,0.0694,125.946,192867,4,1
6iznpTNBnljkbP0WtAfn50,One (Your Name) - Radio Edit,"['Swedish House Mafia', 'Pharrell Williams']",52,5aLY2ivPGXvFX770ihBnmd,One (Your Name),2010-07-23,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.733,0.673,9,-6.572,0,0.0333,0.0132,0.0049,0.16,0.636,125.061,163247,4,0
6qVXkG01rBYGfxIndGOQ3z,Shot Me Down (feat. Skylar Grey) - Radio Edit,"['David Guetta', 'Skylar Grey']",62,77UW17CZFyCaRLHdHeofZu,Listen,2014-11-10,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.347,0.772,5,-4.359,0,0.0549,0.0597,0.0333,0.115,0.035,192.118,191412,3,0
6iNYcxvzoQVDa0AYGrafJe,Wizard - Radio Edit,"['Martin Garrix', 'Jay Hardway']",34,73LWYA5G3gseyidW3dh7Qf,Wizard (Radio Edit),2014-01-01,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.565,0.916,7,-4.715,0,0.052,0.00439,0.488,0.616,0.0795,127.844,202412,4,0
3zU9rdflI65tK4dkkNSp77,Heroes (we could be),"['Alesso', 'Tove Lo']",75,0rKecMSGWfKqhls4Rp3PJn,Forever (Deluxe),2015-05-25,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.503,0.748,5,-4.124,1,0.0619,0.0305,0.0,0.343,0.356,125.896,210013,4,1
591nHHHzZl1NLt9PMKpinM,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,"['Avicii', 'Nicky Romero']",66,4Xn3jf19ktN3c6pDEGvSIo,I Could Be the One (Avicii vs. Nicky Romero),2012-01-01,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.509,0.79,6,-3.782,0,0.0374,0.332,6.67e-05,0.316,0.638,127.946,208320,4,0
6YwLgicpvVuMt1eE2OldwQ,Five More Hours,"['Deorro', 'Chris Brown']",69,1j4y4oErsQ2dIiZXClg1Zc,Five More Hours,2015-03-03,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.699,0.883,5,-3.226,0,0.219,0.0288,0.0,0.817,0.499,127.961,211975,4,0
6YUTL4dYpB9xZO5qExPf05,Summer,['Calvin Harris'],84,48zisMeiXniWLzOQghbPqS,Motion,2014-10-31,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533,4,0
7L59vVTpoS94JU3KEeolqt,Take Me Home (feat. Bebe Rexha),"['Cash Cash', 'Bebe Rexha']",60,0KQDN58Lz8CXOsfIG6tQ7X,"Blood, Sweat & 3 Years",2016-06-24,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.571,0.903,7,-2.184,1,0.214,0.0615,1.23e-06,0.186,0.477,127.951,206320,4,1
1HOlb9rdNOmy9b1Fakicjo,#SELFIE,['The Chainsmokers'],65,3OeA4rJ9XJNAygyNyTc2sI,#SELFIE,2014-01-01,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.789,0.916,0,-3.262,1,0.249,0.0135,8.09e-06,0.077,0.658,127.956,183750,4,1
2LkOL3Pd29re4OpGlkdpSy,Dance With My Ghost - Radio Edit,['Tescao'],44,6PEHgaqmN4RRZDzuLvjMAN,Dance With My Ghost,2023-11-23,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.72,0.939,4,-6.889,0,0.0425,0.000332,0.888,0.326,0.0383,124.996,172320,4,0
0GDVj31c8AxWXjWFzVFu0d,Reload - Radio Edit,"['Sebastian Ingrosso', 'Tommy Trash', 'John Martin']",54,0sYC49Fgvnis4WRTv2qBSc,Reload (Remixes),2013-01-01,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.484,0.724,9,-4.633,0,0.0522,0.0736,0.0,0.0631,0.433,128.038,221280,4,0
05DkjWRXy5a9rmDVxkKsGt,Rapture - Avicii New Generation Mix,"['Nadia Ali', 'Avicii']",38,4dPRAtBbSBGBl7VTAAIDU1,10 Years Armada,2013-11-22,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.55,0.942,10,-3.384,0,0.0356,0.0191,0.268,0.255,0.377,130.02,218120,4,0
60wwxj6Dd9NJlirf84wr2c,Clarity,"['Zedd', 'Foxes']",77,7juWTdmjo0vYywWu8HiQxs,Clarity,2012-01-01,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.509,0.781,8,-3.48,1,0.072,0.0398,0.0,0.0749,0.176,128.0,271427,4,1
7sR0j3bGUnugz07ZDtqLU7,Delirious (Boneless) (feat. Kid Ink),"['Steve Aoki', 'Chris Lake', 'Tujamo', 'Kid Ink']",47,2qcRNlyMoTIFICjk4WMMQE,Delirious (Boneless) (feat. Kid Ink),2014-06-24,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.706,0.912,8,-4.44,0,0.0565,0.0195,0.0,0.232,0.925,128.004,223413,4,0
7aLemVaGw5bt4u7wPXm7Lm,As Your Friend,"['AFROJACK', 'Chris Brown']",41,4jWXckcVrxXc8wyuGWlwtQ,As Your Friend,2013-01-01,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.654,0.761,6,-4.404,1,0.0678,0.0467,0.0,0.104,0.805,128.033,240005,4,1
07nH4ifBxUB4lZcsf44Brn,Blame (feat. John Newman),"['Calvin Harris', 'John Newman']",81,48zisMeiXniWLzOQghbPqS,Motion,2014-10-31,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024,212960,4,0
0TDLuuLlV54CkRRUOahJb4,Titanium (feat. Sia),"['David Guetta', 'Sia']",84,1fAn5gw4Q5HN8Wpx2neYd2,Nothing but the Beat Ultimate,2011-08-24,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,245040,4,0
3ScJy88F8KqGDfWu8XJhHx,If I Lose Myself - Alesso vs OneRepublic,"['OneRepublic', 'Alesso']",74,42UJjk8i8L0De7lQtu7sqi,Native,2014-01-01,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.519,0.754,2,-5.689,1,0.0402,0.258,3.75e-06,0.139,0.16,125.975,215187,4,1
7gWSWDBriMK7YKefAe4NMP,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,"['Swedish House Mafia', 'Tinie Tempah']",57,6nuITL8EMJO1zncOwOeHRr,Disc-Overy,2010,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.736,0.929,7,-5.89,0,0.0674,0.00237,1.11e-05,0.402,0.658,125.03,206461,4,0
5rAklqEt9uWTXfj5qvpFCC,Anywhere For You,['John Martin'],51,3DMpUbc1QTIpWMVUImtSVs,Anywhere For You,2014-01-01,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.533,0.908,3,-4.075,1,0.0623,0.0294,1.36e-06,0.105,0.36,128.024,213929,4,1
7KtWZB8pB3RcO0Cv0swpug,Dare You,"['Hardwell', 'Matthew Koma']",38,2VPPtj4lzQlrrjPkM4Lq3A,Dare You (feat. Matthew Koma),2014-01-03,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.458,0.89,4,-4.304,1,0.0462,0.0165,0.0,0.0964,0.191,127.888,218438,4,1
05SBRd4fXgn8FX7bf8BCAE,I Need Your Love (feat. Ellie Goulding),"['Calvin Harris', 'Ellie Goulding']",76,7w19PFbxAjwZ7UVNp9z0uT,18 Months,2012-10-29,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.695,0.869,8,-5.066,1,0.0483,0.41,0.0,0.237,0.58,124.989,234507,4,1
1trC8L8YpawkU553ymy2zC,Calling (Lose My Mind) - Radio Edit,"['Sebastian Ingrosso', 'Alesso', 'Ryan Tedder']",66,5uchtKvStrg5NezZqvUF57,Calling (Lose My Mind),2012-01-01,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.416,0.849,1,-4.909,0,0.0455,0.00864,0.000138,0.204,0.147,125.098,205440,4,0
1j9IdProZpoS0mVqlyfOp1,Raise Your Hands - Radio Edit,['Ummet Ozcan'],47,190meMRgB5CaICnAHKaYp9,Raise Your Hands (Radio Edit),2014-04-14,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.711,0.958,4,-3.47,1,0.0443,0.00595,0.792,0.168,0.231,127.997,191250,4,1
65hRZOQkVjmBdusz1N7aOv,Save The World,['Swedish House Mafia'],70,728voOLBbJUBgK2vooghcS,Save The World,2011-05-13,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.507,0.665,0,-7.598,1,0.0474,0.0144,0.0,0.0759,0.4,126.879,213338,4,1
1SgdUjvppHnIp6L7DZSnwc,She Wolf (Falling to Pieces) [feat. Sia],"['David Guetta', 'Sia']",69,1fAn5gw4Q5HN8Wpx2neYd2,Nothing but the Beat Ultimate,2011-08-24,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.492,0.857,7,-2.634,1,0.0655,0.0841,7.82e-06,0.344,0.393,129.973,222500,4,1
24LS4lQShWyixJ0ZrJXfJ5,Sweet Nothing (feat. Florence Welch),"['Calvin Harris', 'Florence Welch']",77,7w19PFbxAjwZ7UVNp9z0uT,18 Months,2012-10-29,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,212560,4,0
3RNotB6g8xTUmkgDs0quXJ,Cannonball (Earthquake) - Radio Mix,"['Showtek', 'Justin Prime', 'Matthew Koma']",44,6cZx0KsbNxZZIVurdyVOd5,Cannonball (Earthquake),2014-01-01,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.647,0.937,5,-3.445,0,0.0534,0.0212,0.156,0.0911,0.709,127.981,187748,4,0
62feRreeM9ea7i2VHVSKrg,Freaks,"['Timmy Trumpet', 'Savage']",73,1zQIB9pxwOIHG7en7r2GlL,Freaks,2015-02-08,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.886,0.967,4,-0.776,1,0.142,0.0157,0.389,0.239,0.745,128.1,168750,4,1
14YgouLhpfxDjaMMSUVRGA,Take Over Control (feat. Eva Simons) - Radio Edit,"['AFROJACK', 'Eva Simons']",38,3R19Tio9Gyv8mvqNMjaDiV,Take Over Control (Remixes) (feat. Eva Simons),2010-11-26,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.653,0.897,0,-2.106,0,0.168,0.0959,0.0,0.555,0.524,130.02,174626,4,0
0oV4QVtYeHrZ9qG1eRPXn2,The Hum,"['Dimitri Vegas & Like Mike', 'Ummet Ozcan']",53,1sfEHzswlTUrUukcIdBIuj,The Hum (Dimitri Vegas & Like Mike Vs. Ummet Ozcan),2015-05-08,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.728,0.947,11,-3.103,0,0.0458,0.208,0.815,0.367,0.209,130.007,211000,4,0
5M9jOReAKGZ2AttVefFjTY,Don't Look Down (feat. Usher),"['Martin Garrix', 'USHER']",66,7e4eCJT5ON1FpJD5Si341e,Don't Look Down (feat. Usher),2015-03-17,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.575,0.831,0,-5.972,1,0.0356,0.00406,0.000449,0.111,0.377,127.991,223140,4,1
38JE3O2HocFNvtljgtlNKv,Antidote - Radio Edit,"['Swedish House Mafia', 'Knife Party']",53,774xaOL4PAAtvHkyPWRikH,Antidote,2011-12-16,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.648,0.859,7,-4.974,1,0.111,0.00645,0.0282,0.135,0.633,128.03,177250,4,1
36cmM3MBMWWCFIiQ90U4J8,Bounce (feat. Kelis) - Radio Edit,"['Calvin Harris', 'Kelis']",64,7w19PFbxAjwZ7UVNp9z0uT,18 Months,2012-10-29,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.779,0.963,2,-2.125,0,0.0399,0.0334,0.493,0.664,0.759,127.941,222187,4,0
2U8NXPTXZWG2O0ye2sYRiH,I Love It (feat. Charli XCX),"['Icona Pop', 'Charli XCX']",75,2qNh11QcLGcpXX9qXDEuzD,THIS IS... ICONA POP,2013-08-27,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.711,0.906,8,-2.671,1,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,157153,4,1
3tyPOhuVnt5zd5kGfxbCyL,Where Have You Been,['Rihanna'],74,1Kw1bVd07oRqcjrcjQKC8T,Talk That Talk,2011-11-19,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.719,0.847,0,-6.34,0,0.0916,0.00201,0.0204,0.223,0.444,127.963,242680,4,0
01TuObJVd7owWchVRuQbQw,#thatPOWER,"['will.i.am', 'Justin Bieber']",69,0VWYRbEcvJcPrqMGJirO6q,#willpower (Deluxe),2013-01-01,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.797,0.608,6,-6.096,0,0.0584,0.00112,7.66e-05,0.0748,0.402,127.999,279507,4,0
46lFttIf5hnUZMGvjK0Wxo,Runaway (U & I),['Galantis'],79,5iLpRq7zbCArBm2Gi0pRIw,Pharmacy,2015-06-05,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,227074,4,1
1dG3YWhLiTyFfTJyT2DanJ,LaserLight,"['Jessie J', 'David Guetta']",45,0BZbTNqpXFg6lxNv78X7Lp,Who You Are (Platinum Edition),2011-01-01,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.796,0.784,11,-3.713,1,0.061,0.147,5.27e-06,0.105,0.818,127.507,211947,4,1
7IXNAZEJT7wOuCerK60pQj,Revolution - Radio Mix,"['R3HAB', 'NERVO', 'Ummet Ozcan']",47,6pW0sJ1k3TFRlKG5m30zxd,Revolution (Radio Mix),2014-01-20,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.622,0.862,7,-4.89,0,0.0384,0.00991,0.0211,0.79,0.0472,127.967,203438,4,0
6PtXobrqImYfnpIxNsJApa,Bad (feat. Vassy) - Radio Edit,"['David Guetta', 'Showtek', 'VASSY']",67,6CvEd1L1KJZ8g3wIwCZYvF,Bad (feat. Vassy) [Radio Edit],2014-04-06,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.614,0.972,5,-3.927,0,0.088,0.00125,0.0186,0.328,0.411,127.966,170625,4,0
57yeWyaoeTt26p0dlEZukQ,Spectrum (Say My Name) - Calvin Harris Remix,"['Florence + The Machine', 'Calvin Harris']",75,3JODIzr9NLL7CMojdUR70g,Ceremonials,2011,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.578,0.946,11,-3.85,0,0.0482,0.00225,0.00412,0.0966,0.588,126.092,218190,4,0
0WZVGXO8FYpK8v1IDxlOyE,A Sky Full of Stars - Hardwell Remix,"['Coldplay', 'Hardwell']",52,0CvMcLab5Xb0KL7gsQfhhv,A Sky Full of Stars (Hardwell Remix),2014-12-01,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.652,0.657,3,-4.491,0,0.0306,0.00209,7.04e-05,0.0859,0.0873,127.998,313125,4,0
3iLzyDMXB7QXX2RjtmJFOn,Proxy,['Martin Garrix'],49,25y6Xtp0vTDB7SIIraJ6kW,Proxy,2014-03-07,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.682,0.698,0,-5.679,1,0.0335,0.0087,0.834,0.237,0.257,128.059,279385,4,1
0VffaI2jwQknRrxpECYHsF,Greyhound,['Swedish House Mafia'],65,4ljisoNarj0BpQSMIEv88L,Until Now,2012-01-01,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.723,0.806,0,-4.989,1,0.0521,0.00666,0.876,0.276,0.539,124.976,410097,4,1
3v2oAQomhOcYCPPHafS3KV,Opus,['Eric Prydz'],65,2Kwbn1H4KMGZAe4MS6uDzU,Opus,2016-02-05,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.275,0.721,6,-6.222,0,0.0359,0.000702,0.821,0.0792,0.184,125.156,543453,4,0
7Iqz0EPWJZiWjQmPFcxhxN,Heaven Takes You Home [feat. Connie Constance] - Moojo Remix,"['Swedish House Mafia', 'Moojo', 'Connie Constance']",37,2ARh3q995xuAJ9zomXKUNp,Heaven Takes You Home (Moojo Remix),2022-07-27,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.604,0.936,0,-9.294,0,0.0379,0.00329,0.466,0.0858,0.0731,122.004,433033,4,0
1ump437qGe1gqRkMHg266F,One in a Million - David Guetta Remix,"['Bebe Rexha', 'David Guetta']",56,1XyHzo30k0PD68I63STVGP,One in a Million (David Guetta Remix),2023-09-22,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.538,0.957,11,-4.882,1,0.0578,0.0184,1.35e-05,0.163,0.291,130.027,159665,3,1
0Cv7pfVZT1KjaqpylUsYQH,Vertigo,"['Curbi', 'PollyAnna']",64,4s8l87cU1Z2Sg5iKualNLr,Vertigo,2021-05-14,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.785,0.846,5,-6.5,0,0.0433,0.0832,0.803,0.118,0.334,128.03,167510,4,0
77VqW84V88aKD8Bi8CzEsP,You've Done Enough,"['Gorgon City', 'DRAMA']",64,3r4dG6bUfL4jasKeo50kLE,Olympia,2021-06-25,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.676,0.782,0,-6.639,1,0.0344,0.0147,0.165,0.704,0.519,125.057,212893,4,1
4Tvw0lweq9l2JPQKFbpbBQ,Better When You're Gone,"['David Guetta', 'Brooks', 'Loote']",61,4ZoXNDicq0MrsGk1pM883o,Better When You're Gone,2019-02-08,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.647,0.795,1,-3.548,0,0.0372,0.0635,0.0,0.188,0.409,127.992,192402,4,0
14sOS5L36385FJ3OL8hew4,Happy Now,"['Kygo', 'Sandro Cavazza']",70,6nAjd2MlBY1f1mNu6BsWLO,Happy Now,2018-10-26,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.693,0.575,9,-6.998,1,0.0801,0.374,0.0,0.252,0.492,117.999,211362,4,1
4b7ULL0tJouaAH6OCbWzOI,This Is What You Came For - Extended Mix,"['Calvin Harris', 'Rihanna']",38,4wHI7bZSdSQAbiVElWBlSO,This Is What You Came For (Remixes),2016-08-02,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.684,0.881,9,-3.162,0,0.0367,0.0172,0.263,0.194,0.311,123.987,286440,4,0
43mNwDn0zOH2HKl5B4aqcx,Falling,['Alesso'],53,79lixUK9CJi0VpDymcQ3iY,Falling,2017-02-03,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.703,0.728,7,-4.011,0,0.0353,0.266,0.0,0.355,0.696,116.004,202314,4,0
0SG7XH1L4gMwcXkLuMjDgq,Sparks,"['MEDUZA', 'DEL-30', 'Mali-Koa']",65,5OkPS4db29TTA4FAMnbTly,Sparks,2022-12-16,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.574,0.891,9,-5.613,0,0.0392,0.00836,5.79e-05,0.0454,0.253,123.959,170323,4,0
6TMzuNLw1ZPgBqPKmnnObm,Desire,"['Olly Alexander (Years & Years)', 'Tove Lo']",59,09mWpzpUOSjjvK2iNqEIYn,Communion (Deluxe),2015-06-22,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.706,0.777,10,-4.591,0,0.0567,0.299,0.0,0.298,0.638,126.008,203204,4,0
6LoQHIo74tOzQ8EsLEkhgF,Come & Get It,['Selena Gomez'],74,3cGKAHAUhAaTTezK4GbBhQ,Stars Dance (Bonus Track Version),2013-01-01,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.546,0.787,7,-4.1,0,0.0517,0.0101,0.00021,0.0809,0.573,79.979,231987,4,0
3uwnnTQcHM1rDqSfA4gQNz,Cool for the Summer,['Demi Lovato'],81,56yYgfX6M5FlpETfyZSHkn,Confident,2015-01-01,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.583,0.61,5,-5.639,0,0.0382,0.00425,0.000105,0.14,0.336,114.06,214740,4,0
2syQ0f4SAQdzvlAewPl1DJ,Get Low (with Liam Payne),"['Zedd', 'Liam Payne']",58,5auUsyFbwRARoWkOFopQ12,Stay +,2017-12-29,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.718,0.926,1,-3.511,1,0.0494,0.027,1.76e-05,0.0513,0.54,108.018,204583,4,1
2uMbCJ8lxF7hqpQUaeo42D,Do It Right,"['Martin Solveig', 'Tkay Maidza']",60,0O9TE4lPPsojRsKkWqByVn,Do It Right,2016-05-20,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.805,0.763,5,-4.337,0,0.0703,0.0595,0.0543,0.0774,0.595,125.056,213211,4,0
76cy1WJvNGJTj78UqeA5zr,IDGAF,['Dua Lipa'],82,01sfgrNbnnPUEyz6GZYlt9,Dua Lipa (Deluxe),2017-06-02,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,217947,4,1
4BSMp7GnQYmqPEkDKLCnOD,The Calling,"['Tchami', 'Marten Hørger']",56,0AqOVNvwJKh6KfTrhnIQXD,The Calling,2022-05-20,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.748,0.872,6,-6.309,1,0.0628,0.00806,0.159,0.252,0.363,124.99,197760,4,1
6Ia0FTYxZArIJwkfknkvxH,Hype,"['Dizzee Rascal', 'Calvin Harris']",47,0d7qyaHwJ2Cfnrx0JEmXOf,Hype,2016-06-24,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.774,0.992,4,-1.576,0,0.0526,0.011,0.0,0.282,0.601,123.997,211657,4,0
5naYe7rLMZcLfO1DKg48MK,All Day And Night,"['Jax Jones', 'Martin Solveig', 'Madison Beer', 'Europa']",67,16H9XbDP9IxeyOohsXkKXb,Snacks,2019-07-12,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.567,0.765,1,-4.107,0,0.108,0.317,0.0,0.14,0.541,121.924,169467,4,0
7mitXLIMCflkhZiD34uEQI,Party Rock Anthem,"['LMFAO', 'Lauren Bennett', 'GoonRock']",77,6g2Ig47IgyqyatDpj7UpHo,Sorry For Party Rocking,2010-12-01,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.751,0.736,5,-4.168,0,0.156,0.0206,0.0,0.265,0.352,130.014,262147,4,0
3C0nOe05EIt1390bVABLyN,On The Floor,"['Jennifer Lopez', 'Pitbull']",82,3sysiYphqNRQw7VKLCg1yE,Love?,2011-04-29,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.73,0.777,3,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130.0,284867,4,0
4V1SO4C2wG9bTq6Cp7yYyA,Live Without Love,"['Shouse', 'David Guetta']",63,2Win77LZ47jEOcVu6HcMhX,Live Without Love,2023-04-28,EDM Classics 2010 - 2015,10PXjjuLhwtYRZtJkgixLO,edm,0.58,0.857,0,-4.503,1,0.0523,0.0186,0.000104,0.0823,0.223,125.978,190476,4,1
